"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
11/11/20 5:28 AM,"Ayan","777190417091612672","Ei_Samay","819130177","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Ei_Samay RJD is the single largest party.",,,0,"1326313428026318848"
11/11/20 5:28 AM,"Anish Kumar","1264552368378507266","TheRockingStar3","1281428006334955521","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@TheRockingStar3 @BDUTT Also RJD has won majority of the seat because of LJP has cut most the vote in the constituency where JD(U) has fought. If LJP has joined NDA in bihar , then it would have been clean sweep.",,,0,"1326313211130474496"
11/11/20 5:27 AM,"SonaliRanade","12716032",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Election Commission rejects RJD’s claim https://t.co/ELbuxqlI6Q",,,2,"1326313172660326408"
11/11/20 5:27 AM,"Prashanto Sharma","1914762372","ray_sib","1670164712","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@ray_sib @Naren_Reddy23 @GargaC @MamataOfficial @RajadityaS I wish RJD wins morally and NDA electorally in each election ?",,,0,"1326313044067168257"
11/11/20 5:25 AM,"RMP","257247855","EconomicTimes","39743812","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@EconomicTimes Probably the media did its exit polls in RJD seats only....",,,0,"1326312456948428801"
11/11/20 5:25 AM,"Muralidhar Rao","48942282","murali772","48942282","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","#Congress won just a dismal 19 seats out of the 70 it contested, compared to 75 it's #Mahagatbandan partner #RJD won (higher than even #BJP) in the #Bihar elections. Elsewhere too #Congress has fared poorly. #Congress's revival is a must, and for that, #Raga has to quit.",,,0,"1326312452225560577"
11/11/20 5:25 AM,"Ajay Dave","136693171",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RJD is largest party.. just saying.. over to Governor and media.. ?????????
https://t.co/vTasT4DnVL",,,0,"1326312449385979905"
11/11/20 5:25 AM,"nidaul haq yousufzai ???? ???","350209810","MotivatedSufi","1131214993326657536","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@MotivatedSufi @NainaRaathore correct .it was congress who lost in mahgathbandhan .and gave huge dent to RJD",,,0,"1326312437851844609"
11/11/20 5:24 AM,"Annex Jitendra(????)","1326053863049162752","akhtarulislaam","2332132650","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@akhtarulislaam @samastipur_rjd @RJDforIndia @yadavtejashwi Congratulations ??",,,0,"1326312211795488774"
11/11/20 5:24 AM,"Sunil Bhardwaj","74034538","ShilpiSinghINC","906912620371783680","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@ShilpiSinghINC @RahulGandhi @INCIndia 

Still people like you don't understand from bihar results. 

People want basic things. 

Why rjd become number one party because they rase job issue. 

Remember modi ji hope of public which  was congress in past. 

Modi ji doing good for poor",,,0,"1326312182703935493"
11/11/20 5:23 AM,"Pradeep Varma","1237074928186331136","BharatRijhwani","1250645050058407942","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@BharatRijhwani Parties like Congress, SP, RJD will not get muslim vote, they'll only vote 4 muslim parties like MIM.",,,0,"1326312127708209154"
11/11/20 5:23 AM,"Indian Patriot","2469108320","ndtv","37034483","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@ndtv Congress dragged down RJD",,,0,"1326312049975074816"
