"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
11/12/20 4:55 AM,"KaKz?? SHIVESH KUMAR","1130241089451855873","proudhindu2400","1270023862227480580","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@proudhindu2400 @khanumarfa @RanaAyyub @_sabanaqvi @zainabsikander Again everyone missed  5% more women voter's  and  modi 2.0 in 1.5 years has delivered 1.2cr in bihar drinking water water connections till house  my village 82% house already work done.  Everyone keep missing these major village development women's love for bjp because of these",,,0,"1326667276108488705"
11/12/20 4:53 AM,"KaKz?? SHIVESH KUMAR","1130241089451855873","RyujinJakka24","1968491526","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@RyujinJakka24 @kristanjore Again everyone missed  5% more women voter's  and  modi 2.0 in 1.5 years has delivered 1.2cr in bihar drinking water water connections till house  my village 82% house already work done.  Everyone keep missing these major village development women's love for bjp because of these",,,1,"1326666821114634240"
11/12/20 4:50 AM,"SURJIT JABBAL","146837017","JABBALSURJIT","146837017","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","NDA and upa are just ALLAINCE PARTY FABRICTED WITH DALBADLUS BJP CONGRESS RJD LJP CPI AND AIIM ARE THE PARTIES FAUGHT ELECTION IN DIFFERENT SYMBOLS THUS SINGE LARGEST PARTY OF RJD OF BIHAR IS THE WINNER AND THEY MUST BE CALLED FIRST",,,0,"1326666029502783492"
11/12/20 4:45 AM,"Antevasin??","29678260",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Morons at @nytimes focus on your garbage in USA. NDA led by BJP has won Bihar. Your constant efforts to show India in bad light have got enough eggs on your face. Just go and make an omelette...morons https://t.co/ZT9fQfn7Nt",,,0,"1326664770284523520"
11/12/20 4:40 AM,"Wasim Qureshi .. ???? ?????","3232089205",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","''MIM''s Bihar poll show slap to those who call it BJP''s B-team'' https://t.co/xqjjTFDoZP",,,0,"1326663533719924738"
11/12/20 4:38 AM,"Anirban Mukherjee ??","1211810455955496960","khanumarfa","113571686","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@khanumarfa So you have been watching a person whom you don't even consider a journalist.. ????

Quite sure that he isn't even aware of your existence.. But that's because he is in a different league..

First Bihar elections which BJP won and now this.. ??

Anyway.. You need this..?? https://t.co/qPTT5h7zDS",,,1,"1326663225304252416"
11/12/20 4:32 AM,"?????? ?????","3184801986",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","A lot of people might not agree with me...
But I think every one from BJP new that BJP will form Government in Bihar by hook or by crook...@ 12 PM nothing was clear but @sudhirchaudhary tweeted 'corona ke ek hi shikar...' means he knew the internal story of vote counting...",,,0,"1326661633091887104"
11/12/20 4:31 AM,"#DawoodPenguinKilledSSR-(SSRF)","1951907582","haryannvi","126911579","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@haryannvi @vinodm_85 I PREDICT Chirag Paswan will be future CM of Bihar also he might merge hIs party LJP with BJP.",,,0,"1326661372306845698"
11/12/20 4:22 AM,"Jeevan Thapaliya ??","618823797","imbastola","281370672","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@imbastola @NitishKumar @BJP4Bihar Yes . Bihar JDU should give chance to BJP for CM.",,,0,"1326659194225782785"
11/12/20 4:21 AM,"Suryakantha Reddy G","136635546",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","That's precisely why people have given fitting reply to such fake news peddlers by not falling for their false narrative and thus voting for BJP in Bihar as well as most byelection https://t.co/Aqh3fos9FW",,,0,"1326658864083734528"
11/12/20 4:20 AM,"????????? ?????? ?","15271141",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","Why did women vote in larger numbers and proportionately more for BJP in Bihar elections? I think it may have something to to with rapey RJD cadre.",,,24,"1326658621632114688"
11/12/20 4:18 AM,"VMDodiya","1242645805837647872","KakoliNeog","1130241089451855873","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@KakoliNeog @PKotekar @BabaNoorani You ask me for BJP ruled state ! 

Discussion is about 'Tap Water' the Water .. and ground reality in bihar is not that good

leave it https://t.co/NMqvEkTZ5B",,,0,"1326658029635465217"
11/12/20 4:17 AM,"Pathan ka Baccha","2822384089",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","After win in Bihar, BJP getting  Owaisi ready for West Bengal..

#Owaisi #BJP https://t.co/ilBQnHUKny",,,5,"1326657745198714880"
11/12/20 4:12 AM,"KaKz?? SHIVESH KUMAR","1130241089451855873","DodiyaVm","1242645805837647872","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@DodiyaVm @PKotekar @BabaNoorani Man we're discussing bihar and central gov projects in villages  from where Gujarat comes in between  we're talking ab post 2014  bjp states Gujarat is with bjp since ages. U need coffee sir. Relax discussion is about completely different issues",,,0,"1326656626808422400"
11/12/20 4:08 AM,"Dr.Mendiratta","1245697957745156096",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","We women ,The silent voters,silent fans
Silent well-wishers,silent assistants.... to @narendramodi Sir ??

https://t.co/qvKnvG5cjL",,,2,"1326655573488787458"
11/12/20 4:06 AM,"Vijay","1234668294369660928","Dharma2X","1090510399324090369","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Dharma2X @NATRAJSHETTY @StayHumanIndia @colkt @Treasure1725 @vijayvaani @ravicha47372787 @i_amdinesh @_blunty @nviswam @SpeedBarrier @microbesdrps @GujjuMafia @RajeshTamret @chitrapadhi @8Y8ZQ @MrRao_RB @vishalnautamlal @Swamy39 @VarshaThacker @brahmavidvariya @ravi_enigma @naveen_42_ @RupamDu22916188 @LeoSimha @mm_0774 @c400_t @brjeshkumar_6 @Shawshanko @PahariPiyali @SwamyBhakt @AkalawadiMahesh @Bhaskarg77G @gprasad28 @vijay2474 @REIyer4 @jagdishshetty @ArvindChaturved @ranikhet @Lutyensmafia @MRVChennai @Chellaney @MD_Nalapat Seeing BJP got so many seats in Bihar elections I personally have no hopes for India as a nation and Hindus as a religious group.....both are doomed under Modi Raj .. whoever still support him may rot in hell",,,0,"1326655163092914176"
11/12/20 4:05 AM,"Abhinav Garg","1286965805129723904","THE18SIKH","1171228328965083138","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@THE18SIKH @iChiragPaswan BJP could have done far better in Bihar without Nitish but it's wise to loose some now for a future mega hit !
We need to integrate South India into India only then we can think of Shri Lanka or Bangladesh or Pakistan !",,,1,"1326654799362678785"
11/12/20 4:01 AM,"#BollywoodStrikesBack","1279226072912052230",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","BJP only wants justice for their stooges. First they targetted Rhea for TRP, to win Bihar elections, to be famous and make money and then saved a hardcore criminal Arnab Goswami from murder.",,,0,"1326653925395730432"
11/12/20 3:59 AM,"DeshkaSipahe","253881325",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","So that's how BJP won Bihar ??? https://t.co/JOcUesuuAL",,,0,"1326653394992451584"
11/12/20 3:58 AM,"Col Tekpal Singh","3317569988",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","No...
Actually, he had conceded defeat in black and white !

But he’s being foisted by BJP for reasons Bihar will soon realise !!!
??? https://t.co/RculP3iMfd",,,3,"1326653112774516736"
11/12/20 3:57 AM,"Vinay Dixit","896176197503037440","BJP4Bihar","758215424622391296","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@BJP4Bihar congratulations to Bihar BJP ???",,,0,"1326652732422254592"
11/12/20 3:42 AM,"Vikram chauhan","2475376669","bilaljmi786","1831819651","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@bilaljmi786 @danishali_BMP @SushantBSinha Mera b .. no political agenda... But I wanted then how bjp lost 16 states in just last two or three years. How opposition won 110 seats in bihar. When you won, it's a democracy, when you lost, start crying. It is a hypocracy. It can be compromised manually, I agree...",,,0,"1326649110875680768"
11/12/20 3:42 AM,"NP258","1273014972348497921","sanjukta","7370332","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@sanjukta hey, Bitc**  did you see how people supporting BJP in Bihar,gujarat and other places...",,,0,"1326648965975207941"
11/12/20 3:39 AM,"Rajagopal (?) ?????? ??????","22566918","nytimes","807095","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@nytimes
Stop the garbage you call news. You don't know how to differentiate between exit polls and election results. Don't call elections in areas you have NO knowledge. You can't properly predict US elections. (FYI:Modi won  Bihar)
https://t.co/qPvIrdPCxr",,,0,"1326648195515035648"
11/12/20 3:37 AM,"Anoop Rai","3103648603","digvijaya_28","371730289","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@digvijaya_28 What Digvijay ji is saying that Nitish shud move to center as a minister and let BJP handle Bihar with a free hand.",,,0,"1326647702889771010"
11/12/20 3:34 AM,"Uma Kant Singh","72919562","umakantsingh_IN","72919562","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Don't be surprised if Nitish Kumar made Railway Minister, Sushil Modi Finance Minister in Modi cabinet,and Nityanand Rai CM of Bihar, because BJP has to trample all three, JDU,RJD and Congress in Bihar! #kunalkamra #BiharResults #UddhavThackeray",,,0,"1326647038704975872"
11/12/20 3:30 AM,"Uma Kant Singh","72919562",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","What course left for Nitish Kumar,dump CM post to BJP, become a minister in Modi cabinet...or dump NDA,make a coalition with RJD,Congress and remain #Bihar CM,I think mandate for Option 2,in fact NDA ran Operation Nitish to scuttle him! #kunalkamra #BiharResults #UddhavThackeray",,,1,"1326645953500073984"
11/12/20 3:14 AM,"seshutatikola","446988712",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","B.J.P, SHOULD WILL PRESENT AND FUTURE GENERATIONS BHARATAM !!!!!!!! - https://t.co/cD57jIANrn",,,0,"1326641942701121536"
11/12/20 3:11 AM,"seshutatikola","446988712",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","Leftist,,,Owaisi either Pakistan,Italy HANG THEM HIGH--- - https://t.co/cD57jIANrn",,,0,"1326641165890846720"
11/12/20 3:11 AM,"Naveen Sharma","897098504597757952",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Oh plz Shiv Sena- BJP said the same thing about MNS in 2009 state elections. Phele Maharastra k Muslims ka toh bhala kar do phir chale jate Bihar. N if he is so good and works so hard why doesn’t he expand in Telangana itself. https://t.co/e9Q64mfVGi",,,0,"1326641139701706756"
11/12/20 3:06 AM,"KaKz?? SHIVESH KUMAR","1130241089451855873","rishibagree","147994804","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@rishibagree @shah_ketan Again everyone missed  5% more women voter's  and  modi 2.0 in 1.5 years has delivered 1.2cr in bihar drinking water water connections till house  my village 82% house already work done.  Everyone keep missing these major village development women's love for bjp because of these",,,0,"1326639928684417024"
11/12/20 3:06 AM,"?????","75228685","_QuantumParadox","1289980836356321280","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@_PrakharSinha @DranitaBenjamin @narendramodi @AmitShah @JPNadda @NitishKumar @IsaiRegd @BJP4Bihar @rsprasad On what basis?JDU won 43 seats only! out of 130 (I guess) even Ajay Alok was against the policies by central leadership n central govt.BJP must take the leadership in Bihar nw, its high time.#NitishKumar hs time n again threatened,see the result nw anyways it was last elctn",,,0,"1326639896434515968"
11/12/20 3:03 AM,"Mohammad Irfan","996462814263885824","pathan_sumaya","853726197670453249","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@pathan_sumaya It should be 
           'Who is the relative of EVM in Bihar?
Answer : Bjp @AmitShah @PMOIndia",,,0,"1326639294312828929"
11/12/20 2:55 AM,"??? ?????? - ?????????? ???? ?","39118710",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","What Victories In Bihar And Other Bypolls Mean For The BJP  https://t.co/XMRyBgVLgX via @swarajyamag",,,0,"1326637191167168513"
11/12/20 2:51 AM,"Secular Panda","1305844269819875328","kawalpreetdu","835046725823819777","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@kawalpreetdu These migrant workers from Bihar who had to walk back trusts Modi and BJP. So STFU",,,0,"1326636298577305601"
11/12/20 2:49 AM,"ST Foreign Desk","1131352537",,"-1","en","<a href='https://www.echobox.com' rel='nofollow'>Echobox</a>","BJP's return to power in Bihar a big boost for PM Modi https://t.co/qf7zy9HYKo",,,0,"1326635563634528256"
11/12/20 2:38 AM,"RMS","835664355735674881","krithikasivasw","4498208480","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@krithikasivasw More excitement in watching Arnab than Bjp winning Bihar elections.
Over night Uddhav  has made him super star.",,,0,"1326632899311857664"
11/12/20 2:37 AM,"Prashant","1277254019916808193","Akhilesh_parody","1189928422291587072","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Akhilesh_parody So that's how BJP won Bihar ??? https://t.co/4vX1taDCrF",,,0,"1326632674560253964"
11/12/20 2:37 AM,"Prashant","1277254019916808193","RJD4Bihar","1301179261043138560","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@RJD4Bihar So that's how BJP won Bihar ??? https://t.co/4vX1taDCrF",,,0,"1326632574006013952"
11/12/20 2:37 AM,"Jhon Catar","1223135893403226112","narendramodi","18839785","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@narendramodi wipe your mouth, there is still a tiny bit of bullshit around your lips.?
And every death due to Covid19 is blot on your mug face! Shameful person. 
#NarendraModi your Incompetence at its peak !
BJP - Bahut Jhandu Party 
https://t.co/Q19vHhidhx",,,21,"1326632571002781697"
11/12/20 2:36 AM,"Vatsal","1219344323419918336",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Bihar election!!
- A strong opposition.
- A rogue combination of centre and the local. 
- Also, a key to dominate in the upcoming Bengal election. Sitting on the border of Bengal, BJP is a stronghold. 
- Disappointed",,,0,"1326632373291638790"
11/12/20 2:30 AM,"CNN News18","6509832",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","Here are the top quotes from PM Modi's address on Bihar election victory.

#BattleforBihar 

https://t.co/OjAORgOB9O",,,1,"1326630786854916099"
11/12/20 2:26 AM,"Anil Cherukara","136391517",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","#BiharElectionResults
#BiharElectionResults 
#BiharResult 

#Modji said so many things today 

1.#Bihar is saved from #JungleRaj  
2. #Women's security priority for #BJP.    ??

The ideal thing for #NitishKumar is to join like #Maharashtra and teach #BJP for stabbing behind.",,,0,"1326629850904399876"
11/12/20 2:25 AM,"Rahul Sharma ??","2500639895",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Rahul Gandhi has quick to congratulate Biden, but no tweet yet congratulating Nitish Kumar and BJP for winning Bihar election.

Rahul can never be a mature politician.",,,3,"1326629526219026432"
11/12/20 2:23 AM,"krishna rai????????","89666594","zainabsikander","195838373","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","@zainabsikander @yadavtejashwi loser .........................lalu chor ................. his  son to chor ...
future of bihar in BJP ...",,,0,"1326629082231148546"
11/12/20 2:20 AM,"Jawahar Chavda","1110118375282409472",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","Entire BJP under the leadership of PM Shri @narendramodi ji and Shri @JPNadda ji thanks people across the nation, especially our sisters and brothers of Bihar for their unwavering support and trust in @BJP4India. Hon Shree @AmitShah Ji https://t.co/zp6X0tn3fc",,,3,"1326628335531814915"
11/12/20 2:17 AM,"trisha","1305552255014191104","OpIndia_com","74980737","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@OpIndia_com Does this mean that the bjp was waiting for Bihar results and now they’re ready to take on?? Though I doubt it.. but had read a lot of comments saying wait after election action will be taken.. let’s see",,,0,"1326627649305767936"
11/12/20 2:12 AM,"V2K","3012171175","BagweyR","1249915066071126018","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@BagweyR @BabyPenguin_mum @ARanganathan72 Don’t act so arrogant @BagweyR 
Thackeray is the CM because he got votes in the name of BJP. Outside of Mumbai no body care two hoots about Uddhav and his barking dogs....if penguin has balls, let him fight one on one against BJP in the next assembly elections. Remember BIHAR?",,,0,"1326626421817667588"
11/12/20 2:11 AM,"Uttam | ????? | ?????","123241181","NitishKumar","143409075","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@NitishKumar @indiantweeter @narendramodi Appreciate your hard work, put all efforts to achieve more for bihar, personally, I believe you must merge JDU with BJP to place full stop on conflict between two seperate entities, if any.
It will open opportunity for JDU to play larger role and contribute at PAN India",,,0,"1326626004756934656"
11/12/20 2:10 AM,"??? ?????? ???????","61859409",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","So Nitish will be the CM...again

https://t.co/Y0ExKhjZol",,,0,"1326625900327137280"
11/12/20 2:08 AM,"Gulf-Times","2203232041",,"-1","en","<a href='http://www.gulf-times.com/' rel='nofollow'>GT_Backend</a>","Bihar win a referendum on govt’s virus fight: BJP  https://t.co/hjLau7Bvsr",,,0,"1326625372272799744"
11/12/20 2:00 AM,"CNN News18","6509832",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","After clinching the Bihar assembly polls, West Bengal will be the 'prime focus' for BJP where it has set a target of winning more than 200 seats in the state elections due in April-May 2021.

https://t.co/opEEQOPD8x",,,2,"1326623231084810242"
11/12/20 2:00 AM,"IndiaToday","19897138",,"-1","en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","Chants of 'Jai Shree Ram' and 'Modi Hai Toh Mumkin Hai' reverberated as BJP workers thronged the premises for a grand celebration | 
@PoulomiMSaha #RE 

https://t.co/w9wbFjr10x",,,1,"1326623230287728641"
11/12/20 1:59 AM,"Firkey_","1214840361685835776","asmatasleem11","2914950325","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@asmatasleem11 In 2016  bjp minister said the same. At 3am assauddin met shah.. yeh 3 am mein hi kyon milte hai. ?
https://t.co/zfrBlk3DdA",,,0,"1326623078550528004"
11/12/20 1:58 AM,"Rajesh Rai","60623733","puffin_pipe","701409495847546880","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@puffin_pipe @rahulroushan Just like Bihar, BJP should be ready to step out of a local party’s shadows! Enough of arm twisting by them, party should build itself organically and come through strong!",,,2,"1326622755475714048"
11/12/20 1:56 AM,"Sanatan","1084686666802053121","dharmicverangna","2422513290","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@dharmicverangna In my home town Bhagalpur-Bihar..came to cast vote for BJP...Do you need the seed for Cauliflower farming?",,,0,"1326622365447380994"
11/12/20 1:55 AM,"?????? ??? ????????","883675244141006848",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","I just hope that in the coming years, Tejaswi Yadav destroys BJP's prospect in Bihar the same way Rahul Gandhi has done at a national scale. A leader has arrived. Applause.",,,0,"1326622122735767552"
11/12/20 1:54 AM,"AZHAR ALI | ???? ???","2161461269",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","''MIM''s Bihar poll show slap to those who call it BJP''s B-team''
#BiharResults 
#BiharElections2020

https://t.co/yY7FuRCXLK",,,0,"1326621797639356417"
11/12/20 1:53 AM,"?? ?? ????? ???? ??","1318418172207198208","Shweta444444","1213627941650714624","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Shweta444444 @rajub99 @vivekanandg @republic @Republic_Bharat Central Government Never Give Any types Security in Future To ARNABGOSWAMI
Bcoz. Playing Dirty Politics Game in Maharashtra for BJP Government
Wait & watch
Bcos. In Speach Today's in Delhi for Wining in Bihar election No one words Against MAHA GOVT but Threat to Mamta Banerjee",,,0,"1326621661571948544"
11/12/20 1:45 AM,"Mohit Shankar Tewari","779283214401581056",,"-1","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Owaisi Saab @asadowaisi you are right, #Congress is not only incompetent but lacks faith, determination to take on #BJP.  seems you too suffer from same syndrome, but you cover it up smartly. Why you use #Muslim cause facade to help BJP?  Am curious what is 'that' reason. #Bihar",,,0,"1326619695869358080"
11/12/20 1:44 AM,"Irshad Ali","996610575160496128","sridhar1085","35672257","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@sridhar1085 Bro, himself spoken during the Bihar election result at the studio! 
Ooh we are down to 119 ??

What every party has to learn from BJP? Spiting venom? Steering a riots? Dividing people on religion and caste wise? Motivating mon lynching of Dalits and minorities ? @rahulkanwal",,,0,"1326619373323300864"
11/12/20 1:43 AM,"raj veer goswami","1051249576076689408","ARajesh_SP","1253923787814273024","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@ARajesh_SP Ye to Accha hi Hoga then then Bihar Mai sirf BJP Vs RJD",,,0,"1326618982095355904"
11/12/20 1:37 AM,"Mangesh K","1232175328178712577","AmitShah","1447949844","en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@AmitShah @narendramodi @JPNadda @BJP4India Please change BJP ministers in Bihar. We don't want Sushil Modi as Deputy CM. Who mere work as rebot. Pls change cabinet ministers of Bihar also. Hm sb Modi aur Nitish k  naam p vote de die hai. ..",,,0,"1326617565133635585"
11/12/20 1:35 AM,"singhalaks7@gmail.com","1272638361593720832",,"-1","en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Web App</a>","NDA wins in Bihar Bypolls
It secured total of 122 votes out of 243 .
BJP - 74 votes and JD(U) - 43 votes. i.e. total of 117 votes out 122 votes.
Nitish Kumar stays as Chief Minister of Bihar.

https://t.co/a56e3gS0eR",,,0,"1326617151533244417"
11/12/20 1:32 AM,"Kashmir Images","3273034543",,"-1","en","<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>","BJP workers in Jammu celebrate party's victory in Bihar polls https://t.co/9o6rucqm3n",,,0,"1326616390925742082"
11/12/20 1:32 AM,"Social Justice","1065452167752863745","Kodungolan737","1126159809529634816","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@Kodungolan737 I’m losing hope by the day. In the noise that Bihar and bailnab made, not many noticed that the one trend that went against bjp has been reversed too. They have had spectacular victory in by polls across the country. I think we have crossed a threshold...",,,0,"1326616266228920320"
11/12/20 1:30 AM,"IndiaToday","19897138",,"-1","en","<a href='https://studio.twitter.com' rel='nofollow'>Twitter Media Studio</a>","'BJP is the only national party with pan-India presence. There was a time when we had just two seats and used to run the party from just two rooms': PM Modi

#Bihar #BiharElection2020 #BiharPolls #BiharVerdict #BiharElectionResults #RE https://t.co/4mfBxosB64",,,8,"1326615681748492288"
11/12/20 1:29 AM,"Naveen Jolly","76752030",,"-1","en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","#India #Bihar Isn’t it funny that RJD winning 75 seats is being seen as a beaten down loser while BJP winning 74 is praised for victory

In life it’s not just your performance that makes the difference but that with whom you are partners with. Partnerships can change fortunes ?",,,0,"1326615591164186631"
